pretest_score,posttest_score,datetime,category
8930029,8633182,2004-01-04 15:00:00,5
6557390,2526015,2004-01-04 16:00:00,6
4588747,1441679,2004-01-04 17:00:00,9
8730272,1953570,2004-01-04 18:00:00,7
4098666,6755274,2004-01-04 19:00:00,7
8981713,3036908,2004-01-04 20:00:00,5
4017595,4411688,2004-01-04 21:00:00,8
8410930,8031597,2004-01-04 22:00:00,5
9801913,7091819,2004-01-04 23:00:00,8
3399010,6075488,2004-01-05 00:00:00,9
8386792,7476996,2004-01-05 01:00:00,7
3186307,3560301,2004-01-05 02:00:00,7
6396879,8288443,2004-01-05 03:00:00,7
4245074,7913123,2004-01-05 04:00:00,9
8766161,8869439,2004-01-05 05:00:00,5
1116531,5260857,2004-01-05 06:00:00,9
4460391,9028870,2004-01-05 07:00:00,9
7663873,3272491,2004-01-05 08:00:00,5
6609061,6824089,2004-01-05 09:00:00,5
9972175,9953830,2004-01-05 10:00:00,6
5089232,3903234,2004-01-05 11:00:00,8
6186146,4063103,2004-01-05 12:00:00,6
6505152,1853537,2004-01-05 13:00:00,9
2230537,6582834,2004-01-05 14:00:00,6
5920342,2075301,2004-01-05 15:00:00,8
2955268,926150,2004-01-05 16:00:00,8
9503669,9869956,2004-01-05 17:00:00,5
5525699,1987026,2004-01-05 18:00:00,9
1769685,5396949,2004-01-05 19:00:00,5
8133463,6747860,2004-01-05 20:00:00,9
4072363,9434744,2004-01-05 21:00:00,9
2086075,9995638,2004-01-05 22:00:00,5
9653782,3636768,2004-01-05 23:00:00,9
5537323,9046480,2004-01-06 00:00:00,8
7059525,2762260,2004-01-06 01:00:00,7
9861795,1764676,2004-01-06 02:00:00,7
514996,1081197,2004-01-06 03:00:00,5
7328842,1372242,2004-01-06 04:00:00,7
9854615,5522022,2004-01-06 05:00:00,5
3598017,7733986,2004-01-06 06:00:00,8
2003706,780940,2004-01-06 07:00:00,8
5268906,7279864,2004-01-06 08:00:00,9
3398081,1702338,2004-01-06 09:00:00,7
7498337,6207051,2004-01-06 10:00:00,7
814021,1097245,2004-01-06 11:00:00,5
3575989,1294447,2004-01-06 12:00:00,9
7505357,8890982,2004-01-06 13:00:00,8
2139057,3694201,2004-01-06 14:00:00,8
6240894,8593352,2004-01-06 15:00:00,6
6507307,4503260,2004-01-06 16:00:00,5
4301901,3499980,2004-01-06 17:00:00,5
9867315,3502111,2004-01-06 18:00:00,7
1434053,7665301,2004-01-06 19:00:00,5
2603023,6175925,2004-01-06 20:00:00,5
9047569,1562859,2004-01-06 21:00:00,6
5203269,9054365,2004-01-06 22:00:00,9
8682601,8301708,2004-01-06 23:00:00,5
2149637,4076355,2004-01-07 00:00:00,9
975563,9902061,2004-01-07 01:00:00,7
680240,8905935,2004-01-07 02:00:00,7
5794175,4551531,2004-01-07 03:00:00,7
1193603,8812571,2004-01-07 04:00:00,6
1237148,5818165,2004-01-07 05:00:00,9
9136897,9833951,2004-01-07 06:00:00,7
3793164,567971,2004-01-07 07:00:00,5
3221454,1967898,2004-01-07 08:00:00,8
6233070,3078622,2004-01-07 09:00:00,7
4328952,9217233,2004-01-07 10:00:00,9
8392694,7885655,2004-01-07 11:00:00,5
7942333,6824787,2004-01-07 12:00:00,6
4711407,9667746,2004-01-07 13:00:00,8
8469379,6637185,2004-01-07 14:00:00,8
4296282,9909460,2004-01-07 15:00:00,7
2638525,2992979,2004-01-07 16:00:00,6
1468162,1362942,2004-01-07 17:00:00,6
7724635,5550569,2004-01-07 18:00:00,9
9736240,6243963,2004-01-07 19:00:00,9
3760366,508971,2004-01-07 20:00:00,9
3426244,1146864,2004-01-07 21:00:00,9
7483803,6457497,2004-01-07 22:00:00,7
8840911,9414160,2004-01-07 23:00:00,6
9798813,2211234,2004-01-08 00:00:00,6
5387895,9016940,2004-01-08 01:00:00,8
1402679,1705779,2004-01-08 02:00:00,7
8656742,5542346,2004-01-08 03:00:00,6
9981269,7760488,2004-01-08 04:00:00,5
793452,7342243,2004-01-08 05:00:00,5
2393259,5204400,2004-01-08 06:00:00,7
8884031,9182363,2004-01-08 07:00:00,7
1323360,6931017,2004-01-08 08:00:00,7
3268048,3466173,2004-01-08 09:00:00,6
7358384,3945582,2004-01-08 10:00:00,7
1973612,4735465,2004-01-08 11:00:00,7
1913908,6818282,2004-01-08 12:00:00,5
5422134,9007144,2004-01-08 13:00:00,9
1305127,6827280,2004-01-08 14:00:00,6
9489686,1986906,2004-01-08 15:00:00,8
4004244,6605069,2004-01-08 16:00:00,8
3044477,5013439,2004-01-08 17:00:00,9
6794197,8815403,2004-01-08 18:00:00,6
2123819,9579717,2004-01-08 19:00:00,8
4145810,4549449,2004-01-08 20:00:00,9
6800237,4214014,2004-01-08 21:00:00,5
6867505,9197743,2004-01-08 22:00:00,6
2256322,5773518,2004-01-08 23:00:00,9
7935529,6938007,2004-01-09 00:00:00,7
8792451,3262429,2004-01-09 01:00:00,5
4588331,3288101,2004-01-09 02:00:00,9
6034288,4645956,2004-01-09 03:00:00,8
9031415,7747152,2004-01-09 04:00:00,8
4931694,3426197,2004-01-09 05:00:00,6
6933477,7801149,2004-01-09 06:00:00,6
6294413,8544815,2004-01-09 07:00:00,7
8536837,5279263,2004-01-09 08:00:00,6
8246548,3773056,2004-01-09 09:00:00,5
6709679,4921559,2004-01-09 10:00:00,7
3173407,9526627,2004-01-09 11:00:00,5
7039108,9152399,2004-01-09 12:00:00,7
8400178,3159921,2004-01-09 13:00:00,7
612838,1516125,2004-01-09 14:00:00,5
6186837,1628354,2004-01-09 15:00:00,9
564226,4418392,2004-01-09 16:00:00,7
4434750,9126590,2004-01-09 17:00:00,9
2429929,6246167,2004-01-09 18:00:00,9
6871822,4792031,2004-01-09 19:00:00,5
6767278,1193895,2004-01-09 20:00:00,5
3361357,9858471,2004-01-09 21:00:00,9
3542617,3209622,2004-01-09 22:00:00,7
8675597,845024,2004-01-09 23:00:00,8
8047357,6582165,2004-01-10 00:00:00,6
3200432,2737971,2004-01-10 01:00:00,7
8574898,1468392,2004-01-10 02:00:00,9
2774036,2420556,2004-01-10 03:00:00,9
5717758,5057546,2004-01-10 04:00:00,6
3147782,9326459,2004-01-10 05:00:00,9
4072758,9794023,2004-01-10 06:00:00,7
3435482,4679865,2004-01-10 07:00:00,7
1413526,7032713,2004-01-10 08:00:00,7
3642984,8112326,2004-01-10 09:00:00,5
8596866,2663244,2004-01-10 10:00:00,9
7413832,4562950,2004-01-10 11:00:00,9
7636887,4952540,2004-01-10 12:00:00,6
4997756,1218733,2004-01-10 13:00:00,8
582217,9593170,2004-01-10 14:00:00,7
5238441,1600572,2004-01-10 15:00:00,8
7547363,4596946,2004-01-10 16:00:00,9
4774016,8663659,2004-01-10 17:00:00,9
4191556,9956280,2004-01-10 18:00:00,5
7340587,6871349,2004-01-10 19:00:00,9
6928337,4882530,2004-01-10 20:00:00,8
1154182,5036338,2004-01-10 21:00:00,6
8364909,1261426,2004-01-10 22:00:00,8
3007039,4283901,2004-01-10 23:00:00,9
7569477,6961354,2004-01-11 00:00:00,8
2059354,1362275,2004-01-11 01:00:00,5
5998915,1982323,2004-01-11 02:00:00,8
7768106,5214055,2004-01-11 03:00:00,7
1548844,9637328,2004-01-11 04:00:00,5
1118933,9868507,2004-01-11 05:00:00,6
4880047,9551795,2004-01-11 06:00:00,6
6811371,2673604,2004-01-11 07:00:00,5
3198323,7142658,2004-01-11 08:00:00,8
2001857,3618614,2004-01-11 09:00:00,6
8804747,9054688,2004-01-11 10:00:00,8
9161215,8352813,2004-01-11 11:00:00,7
5129196,9675654,2004-01-11 12:00:00,7
3204777,9165180,2004-01-11 13:00:00,5
1835515,8875783,2004-01-11 14:00:00,7
6447733,2532870,2004-01-11 15:00:00,7
5322226,8891968,2004-01-11 16:00:00,5
7459663,7998661,2004-01-11 17:00:00,7
639503,609248,2004-01-11 18:00:00,8
5440619,9081631,2004-01-11 19:00:00,9
9789941,5966087,2004-01-11 20:00:00,7
6965708,9960368,2004-01-11 21:00:00,7
9099168,8794156,2004-01-11 22:00:00,5
2423182,2233114,2004-01-11 23:00:00,9
5955345,5175222,2004-01-12 00:00:00,6
4119480,9384957,2004-01-12 01:00:00,8
3108533,8678352,2004-01-12 02:00:00,7
5668120,9662273,2004-01-12 03:00:00,8
9550770,1700982,2004-01-12 04:00:00,5
9132147,9504504,2004-01-12 05:00:00,7
4620528,8359100,2004-01-12 06:00:00,6
4483069,1438221,2004-01-12 07:00:00,9
685567,576520,2004-01-12 08:00:00,8
1399927,2537008,2004-01-12 09:00:00,5
7266838,1630879,2004-01-12 10:00:00,8
4077569,7082753,2004-01-12 11:00:00,8
5796047,3988249,2004-01-12 12:00:00,9
5484403,7933119,2004-01-12 13:00:00,5
6804778,9069189,2004-01-12 14:00:00,7
9997716,3911379,2004-01-12 15:00:00,6
3627422,6443973,2004-01-12 16:00:00,8
8552372,2666717,2004-01-12 17:00:00,5
8615347,3998090,2004-01-12 18:00:00,9
9155340,8046739,2004-01-12 19:00:00,9
2112401,2401254,2004-01-12 20:00:00,9
8957826,5217411,2004-01-12 21:00:00,8
9385311,4961863,2004-01-12 22:00:00,6
5486777,2104789,2004-01-12 23:00:00,7
7116721,1928867,2004-01-13 00:00:00,8
3235161,4207488,2004-01-13 01:00:00,5
9911811,7186620,2004-01-13 02:00:00,5
8597969,7862703,2004-01-13 03:00:00,6
1459712,8392394,2004-01-13 04:00:00,9
2438118,5987949,2004-01-13 05:00:00,9
1240295,1098403,2004-01-13 06:00:00,9
7398776,9836191,2004-01-13 07:00:00,9
6422570,3300369,2004-01-13 08:00:00,6
2906816,6579450,2004-01-13 09:00:00,6
4342554,6173442,2004-01-13 10:00:00,5
5420526,9587329,2004-01-13 11:00:00,6
9880827,9985243,2004-01-13 12:00:00,7
9025521,7081454,2004-01-13 13:00:00,7
8093980,6094089,2004-01-13 14:00:00,9
1386804,863677,2004-01-13 15:00:00,5
1309390,8175501,2004-01-13 16:00:00,6
5820856,5789109,2004-01-13 17:00:00,9
8952756,6289097,2004-01-13 18:00:00,8
7032421,3459359,2004-01-13 19:00:00,5
3068462,671000,2004-01-13 20:00:00,8
6775334,578543,2004-01-13 21:00:00,5
3788364,2403882,2004-01-13 22:00:00,5
3649168,1602064,2004-01-13 23:00:00,7
5245505,5971721,2004-01-14 00:00:00,8
1810753,9283408,2004-01-14 01:00:00,9
4828735,6113997,2004-01-14 02:00:00,5
4036082,6413901,2004-01-14 03:00:00,5
8696286,9482824,2004-01-14 04:00:00,7
8310741,3940001,2004-01-14 05:00:00,5
6020875,9242562,2004-01-14 06:00:00,8
8770590,6250967,2004-01-14 07:00:00,8
7545647,7089279,2004-01-14 08:00:00,7
9866570,5446987,2004-01-14 09:00:00,5
2881730,2010931,2004-01-14 10:00:00,9
4840299,6136518,2004-01-14 11:00:00,7
4878101,9644068,2004-01-14 12:00:00,8
8206337,1067943,2004-01-14 13:00:00,9
6602078,8271974,2004-01-14 14:00:00,8
9425013,6246643,2004-01-14 15:00:00,9
868035,9356382,2004-01-14 16:00:00,5
4657949,5045405,2004-01-14 17:00:00,6
9210026,6716822,2004-01-14 18:00:00,9
4801249,839587,2004-01-14 19:00:00,8
5645582,6627849,2004-01-14 20:00:00,7
7561895,6967062,2004-01-14 21:00:00,8
9538970,7975074,2004-01-14 22:00:00,9
3045695,7192131,2004-01-14 23:00:00,7
3881011,7444044,2004-01-15 00:00:00,9
1745021,3502799,2004-01-15 01:00:00,7
2668060,4998758,2004-01-15 02:00:00,5
4562206,3516022,2004-01-15 03:00:00,6
5486950,4420435,2004-01-15 04:00:00,9
3193374,3291509,2004-01-15 05:00:00,9
8734967,1879003,2004-01-15 06:00:00,8
6878779,6508091,2004-01-15 07:00:00,8
1859120,4105384,2004-01-15 08:00:00,7
3099558,1301488,2004-01-15 09:00:00,9
1606272,7437697,2004-01-15 10:00:00,7
7159813,2631871,2004-01-15 11:00:00,5
4506998,2860946,2004-01-15 12:00:00,5
5248782,1185183,2004-01-15 13:00:00,8
1592379,2359414,2004-01-15 14:00:00,6
3149666,1605711,2004-01-15 15:00:00,6
1502250,6634496,2004-01-15 16:00:00,6
9494899,4526239,2004-01-15 17:00:00,5
6868134,4219168,2004-01-15 18:00:00,9
6669223,9457066,2004-01-15 19:00:00,5
2713544,4002001,2004-01-15 20:00:00,9
4105870,2988419,2004-01-15 21:00:00,6
947397,1211778,2004-01-15 22:00:00,9
6999740,5178285,2004-01-15 23:00:00,9
5947369,8642091,2004-01-16 00:00:00,8
5338793,7033257,2004-01-16 01:00:00,9
7382158,5098564,2004-01-16 02:00:00,8
9566956,8540151,2004-01-16 03:00:00,9
737600,2077587,2004-01-16 04:00:00,8
904486,8747841,2004-01-16 05:00:00,6
6795740,7622884,2004-01-16 06:00:00,6
1838756,7542223,2004-01-16 07:00:00,8
7740993,1731174,2004-01-16 08:00:00,8
7309060,6261465,2004-01-16 09:00:00,6
3386751,9454225,2004-01-16 10:00:00,6
3326033,9478314,2004-01-16 11:00:00,9
5491751,3850442,2004-01-16 12:00:00,8
6449869,9969616,2004-01-16 13:00:00,6
4708893,5564093,2004-01-16 14:00:00,5
5351561,6379984,2004-01-16 15:00:00,6
1151940,836118,2004-01-16 16:00:00,8
6729689,5054092,2004-01-16 17:00:00,9
6228882,2508975,2004-01-16 18:00:00,8
680631,5203095,2004-01-16 19:00:00,6
6658796,5802460,2004-01-16 20:00:00,7
2344450,3785956,2004-01-16 21:00:00,5
664731,2784362,2004-01-16 22:00:00,7
3973238,5509839,2004-01-16 23:00:00,7
2659554,5565721,2004-01-17 00:00:00,6
9198013,4101521,2004-01-17 01:00:00,6
2208029,1794594,2004-01-17 02:00:00,6
8573845,7236406,2004-01-17 03:00:00,9
2338225,7624762,2004-01-17 04:00:00,7
3366086,7744981,2004-01-17 05:00:00,7
1688175,5297067,2004-01-17 06:00:00,5
1686771,2173882,2004-01-17 07:00:00,5
3924261,4881405,2004-01-17 08:00:00,5
9261148,2633374,2004-01-17 09:00:00,9
5290380,6528207,2004-01-17 10:00:00,7
7750227,6859729,2004-01-17 11:00:00,5
8035620,3915376,2004-01-17 12:00:00,8
5722848,4740272,2004-01-17 13:00:00,7
8343366,1532438,2004-01-17 14:00:00,9
5652340,2613209,2004-01-17 15:00:00,8
4867252,8405555,2004-01-17 16:00:00,8
2230765,8229007,2004-01-17 17:00:00,7
6518226,1500590,2004-01-17 18:00:00,5
1306769,8741748,2004-01-17 19:00:00,9
8757872,2886883,2004-01-17 20:00:00,6
3788081,6696344,2004-01-17 21:00:00,9
7018692,7145318,2004-01-17 22:00:00,6
9598939,5131558,2004-01-17 23:00:00,9
2069268,7679275,2004-01-18 00:00:00,9
547055,8207850,2004-01-18 01:00:00,8
6740851,5099698,2004-01-18 02:00:00,9
8651378,7936528,2004-01-18 03:00:00,9
7931477,3330406,2004-01-18 04:00:00,7
9285170,3159456,2004-01-18 05:00:00,7
6485295,1230955,2004-01-18 06:00:00,9
8717132,9428424,2004-01-18 07:00:00,5
6367458,6388000,2004-01-18 08:00:00,5
9694523,4282351,2004-01-18 09:00:00,7
2615070,7918237,2004-01-18 10:00:00,5
1847529,1632540,2004-01-18 11:00:00,9
1174403,6362007,2004-01-18 12:00:00,8
8436979,2824104,2004-01-18 13:00:00,6
5672895,3977764,2004-01-18 14:00:00,5
5633007,4279291,2004-01-18 15:00:00,9
2196629,1422322,2004-01-18 16:00:00,9
2649000,2433050,2004-01-18 17:00:00,6
5752259,1645751,2004-01-18 18:00:00,6
804493,715451,2004-01-18 19:00:00,5
2897217,6407586,2004-01-18 20:00:00,8
5967436,8116288,2004-01-18 21:00:00,6
1295535,4780462,2004-01-18 22:00:00,7
5398275,1461962,2004-01-18 23:00:00,5
5140448,6602147,2004-01-19 00:00:00,8
3425806,5362576,2004-01-19 01:00:00,9
5520161,9072904,2004-01-19 02:00:00,7
6119474,7224264,2004-01-19 03:00:00,9
6893065,554819,2004-01-19 04:00:00,8
7378173,6576257,2004-01-19 05:00:00,7
9574867,4915608,2004-01-19 06:00:00,8
1161487,7483464,2004-01-19 07:00:00,8
5054321,8383276,2004-01-19 08:00:00,5
5971149,5794313,2004-01-19 09:00:00,5
6169307,6413606,2004-01-19 10:00:00,8
3047982,3599073,2004-01-19 11:00:00,9
8553382,6467818,2004-01-19 12:00:00,9
3251355,5811740,2004-01-19 13:00:00,5
8627743,6749630,2004-01-19 14:00:00,9
4447794,2166542,2004-01-19 15:00:00,6
8781880,5763831,2004-01-19 16:00:00,5
8808925,1560726,2004-01-19 17:00:00,5
3471290,1451362,2004-01-19 18:00:00,8
5768967,7276927,2004-01-19 19:00:00,6
3225132,2990947,2004-01-19 20:00:00,6
585924,1923247,2004-01-19 21:00:00,8
9099963,6844824,2004-01-19 22:00:00,8
8243109,6126715,2004-01-19 23:00:00,7
6551761,1092077,2004-01-20 00:00:00,5
1809994,7172604,2004-01-20 01:00:00,7
3679379,4161819,2004-01-20 02:00:00,5
1721109,7202072,2004-01-20 03:00:00,7
8709444,6613561,2004-01-20 04:00:00,5
9726280,2041310,2004-01-20 05:00:00,5
8425840,9682082,2004-01-20 06:00:00,7
8496353,7848860,2004-01-20 07:00:00,9
4042637,5424552,2004-01-20 08:00:00,7
1134716,4184981,2004-01-20 09:00:00,8
4814497,5586438,2004-01-20 10:00:00,9
5223745,8145631,2004-01-20 11:00:00,6
770132,9264040,2004-01-20 12:00:00,8
6939099,8073744,2004-01-20 13:00:00,7
7882031,3375466,2004-01-20 14:00:00,5
1368638,7146498,2004-01-20 15:00:00,8
4038159,9501612,2004-01-20 16:00:00,6
9200147,5969571,2004-01-20 17:00:00,5
3015804,6435053,2004-01-20 18:00:00,8
5822777,940676,2004-01-20 19:00:00,6
7909607,8340079,2004-01-20 20:00:00,8
7171955,5517294,2004-01-20 21:00:00,8
1620840,9713693,2004-01-20 22:00:00,9
8543809,1041990,2004-01-20 23:00:00,6
4409162,786899,2004-01-21 00:00:00,9
4939174,3932113,2004-01-21 01:00:00,9
1253801,8660207,2004-01-21 02:00:00,5
3353821,2902222,2004-01-21 03:00:00,7
5991972,5039801,2004-01-21 04:00:00,5
3936397,8262962,2004-01-21 05:00:00,9
1160700,9437664,2004-01-21 06:00:00,7
9634138,7112782,2004-01-21 07:00:00,8
6845437,7668611,2004-01-21 08:00:00,9
5321049,2398486,2004-01-21 09:00:00,6
6140219,1380028,2004-01-21 10:00:00,7
3028468,695372,2004-01-21 11:00:00,9
2983133,2574329,2004-01-21 12:00:00,8
7093167,4745800,2004-01-21 13:00:00,9
4488703,7172390,2004-01-21 14:00:00,5
9687242,7900113,2004-01-21 15:00:00,8
1215821,626696,2004-01-21 16:00:00,5
4847966,8213648,2004-01-21 17:00:00,8
4954455,1117241,2004-01-21 18:00:00,6
3489277,4236195,2004-01-21 19:00:00,8
4930162,1914061,2004-01-21 20:00:00,8
9901484,1602507,2004-01-21 21:00:00,6
4605368,9770025,2004-01-21 22:00:00,8
7935321,3614180,2004-01-21 23:00:00,5
2472376,2555833,2004-01-22 00:00:00,9
4840074,2701964,2004-01-22 01:00:00,8
2695206,4216175,2004-01-22 02:00:00,8
5231482,8706015,2004-01-22 03:00:00,6
3969979,8000482,2004-01-22 04:00:00,8
2293314,1819818,2004-01-22 05:00:00,7
6385688,5659885,2004-01-22 06:00:00,9
6384958,1107566,2004-01-22 07:00:00,9
3692607,9146114,2004-01-22 08:00:00,8
1000264,2699775,2004-01-22 09:00:00,5
9576864,7880901,2004-01-22 10:00:00,8
8182279,1094483,2004-01-22 11:00:00,6
1897285,5727143,2004-01-22 12:00:00,5
2073883,2880562,2004-01-22 13:00:00,9
3585795,1231833,2004-01-22 14:00:00,6
7196252,2991232,2004-01-22 15:00:00,5
6216894,9224293,2004-01-22 16:00:00,8
7511353,2178136,2004-01-22 17:00:00,8
3347909,9847289,2004-01-22 18:00:00,8
9269758,4951956,2004-01-22 19:00:00,6
8285091,7084358,2004-01-22 20:00:00,5
789229,5256162,2004-01-22 21:00:00,6
2183088,7243773,2004-01-22 22:00:00,8
8612257,8778761,2004-01-22 23:00:00,6
8211406,6182127,2004-01-23 00:00:00,6
1882468,9763956,2004-01-23 01:00:00,8
2560872,9657691,2004-01-23 02:00:00,6
7114680,9789360,2004-01-23 03:00:00,7
3693899,1066409,2004-01-23 04:00:00,5
4622886,1885254,2004-01-23 05:00:00,6
6746367,3894596,2004-01-23 06:00:00,6
7460479,4908086,2004-01-23 07:00:00,7
5241755,2126673,2004-01-23 08:00:00,5
648035,4704816,2004-01-23 09:00:00,7
2313686,8009862,2004-01-23 10:00:00,6
6107635,8497400,2004-01-23 11:00:00,6
4216153,1125773,2004-01-23 12:00:00,5
9240758,6643396,2004-01-23 13:00:00,8
2577666,6053077,2004-01-23 14:00:00,9
7767730,3874596,2004-01-23 15:00:00,6
811615,5224068,2004-01-23 16:00:00,5
1326234,9037050,2004-01-23 17:00:00,9
712798,4917287,2004-01-23 18:00:00,6
5329753,4094274,2004-01-23 19:00:00,5
6162674,4289606,2004-01-23 20:00:00,8
8039532,1353915,2004-01-23 21:00:00,9
2340155,3527024,2004-01-23 22:00:00,7
7941657,7179147,2004-01-23 23:00:00,7
5882093,6173411,2004-01-24 00:00:00,9
9032342,8752975,2004-01-24 01:00:00,7
2695762,2971293,2004-01-24 02:00:00,9
6191580,2108377,2004-01-24 03:00:00,5
8274894,5400953,2004-01-24 04:00:00,9
9737443,6783239,2004-01-24 05:00:00,6
9516858,2324672,2004-01-24 06:00:00,7
8116736,1621181,2004-01-24 07:00:00,9
2904498,9230503,2004-01-24 08:00:00,8
3477449,8495244,2004-01-24 09:00:00,8
6137485,7865283,2004-01-24 10:00:00,5
6744372,1666372,2004-01-24 11:00:00,8
6350467,5895176,2004-01-24 12:00:00,5
8349630,7382961,2004-01-24 13:00:00,5
2501790,2797705,2004-01-24 14:00:00,8
9330422,9038886,2004-01-24 15:00:00,8
2652294,7888242,2004-01-24 16:00:00,5
4465230,6111321,2004-01-24 17:00:00,5
4298714,757525,2004-01-24 18:00:00,6
7052207,3734512,2004-01-24 19:00:00,5
6614054,1236913,2004-01-24 20:00:00,9
3837283,1199645,2004-01-24 21:00:00,8
8707103,1177992,2004-01-24 22:00:00,7
4603851,6493618,2004-01-24 23:00:00,6
3354246,7422677,2004-01-25 00:00:00,5
7172420,4265425,2004-01-25 01:00:00,8
5323750,505835,2004-01-25 02:00:00,5
5562890,4828181,2004-01-25 03:00:00,7
4371382,5907716,2004-01-25 04:00:00,9
6392907,5364306,2004-01-25 05:00:00,8
9751124,7405405,2004-01-25 06:00:00,8
3592463,8589081,2004-01-25 07:00:00,7
2235012,2424285,2004-01-25 08:00:00,8
1673708,6173611,2004-01-25 09:00:00,8
4518342,4564244,2004-01-25 10:00:00,7
7976895,1080509,2004-01-25 11:00:00,5
2149934,8350722,2004-01-25 12:00:00,9
9867131,6782388,2004-01-25 13:00:00,9
4438109,9569203,2004-01-25 14:00:00,5
1439970,3757423,2004-01-25 15:00:00,6
8819142,2926496,2004-01-25 16:00:00,5
8190145,6474676,2004-01-25 17:00:00,5
1362477,6767991,2004-01-25 18:00:00,9
6207807,1252136,2004-01-25 19:00:00,5
9064995,3075104,2004-01-25 20:00:00,6
1779705,2758047,2004-01-25 21:00:00,6
9557890,6673348,2004-01-25 22:00:00,5
7362435,9664650,2004-01-25 23:00:00,8
5617985,7338830,2004-01-26 00:00:00,8
6373676,1591299,2004-01-26 01:00:00,7
3522791,6997848,2004-01-26 02:00:00,8
4249494,3710006,2004-01-26 03:00:00,6
3915635,3792289,2004-01-26 04:00:00,6
9555458,3517279,2004-01-26 05:00:00,9
5268177,1698741,2004-01-26 06:00:00,8
8405773,5609136,2004-01-26 07:00:00,9
617135,5855476,2004-01-26 08:00:00,9
