pretest_score,posttest_score,datetime,category
-7504983,4183126,2015-03-31,-5
6748984,-4224905,2015-04-01,2
4452497,469863,2015-04-02,0
6532536,-4700381,2015-04-03,-5
-197034,-6705916,2015-04-04,-4
8199294,8708474,2015-04-05,1
7459489,-1502747,2015-04-06,-4
7967029,-4098882,2015-04-07,-1
4360514,-9808268,2015-04-08,4
7100020,740566,2015-04-09,1
-3755928,-7351009,2015-04-10,0
8428023,-6519351,2015-04-11,-2
-597028,6309821,2015-04-12,1
149217,-7275210,2015-04-13,0
-6761343,5250507,2015-04-14,2
-1442295,-5900253,2015-04-15,-2
341470,-814809,2015-04-16,3
-5140159,656464,2015-04-17,-5
281876,-4050847,2015-04-18,3
7522646,-1909053,2015-04-19,2
-4099613,-1849024,2015-04-20,-3
-1135332,-3808747,2015-04-21,-3
857659,-4327825,2015-04-22,4
3665318,-2091840,2015-04-23,-5
-2807187,-2436560,2015-04-24,3
-5800484,-6369605,2015-04-25,3
1751876,-6081815,2015-04-26,2
-4257754,3114798,2015-04-27,-3
-5386987,-2387679,2015-04-28,4
-5160498,506894,2015-04-29,-1
7785053,4507855,2015-04-30,3
-3873061,-9973874,2015-05-01,-3
-8329267,-2217851,2015-05-02,-3
-7577657,-7799725,2015-05-03,-5
2593125,9927004,2015-05-04,0
4878676,-1329114,2015-05-05,1
4279118,6899779,2015-05-06,0
185614,-3246365,2015-05-07,3
3210455,-3265004,2015-05-08,4
-9187037,1851793,2015-05-09,-5
6556957,-2536802,2015-05-10,2
-560138,8683299,2015-05-11,-3
-3095176,8461122,2015-05-12,-4
2670170,7073553,2015-05-13,4
-7013976,-5701849,2015-05-14,-4
6586090,-9139015,2015-05-15,3
9862730,503404,2015-05-16,-1
-5806908,8830921,2015-05-17,-4
-9874161,-8208107,2015-05-18,-1
3343676,7485142,2015-05-19,-5
-7339235,3098423,2015-05-20,-3
3255087,-249931,2015-05-21,2
1469500,-8170702,2015-05-22,1
4963189,-2388287,2015-05-23,3
8469763,9631469,2015-05-24,-2
-1580351,-829657,2015-05-25,3
-1186691,598932,2015-05-26,1
804578,-1963084,2015-05-27,3
-5814207,566920,2015-05-28,-1
4524677,-4487638,2015-05-29,-3
9694408,-6268772,2015-05-30,-2
7068427,-5739080,2015-05-31,-3
8731181,9407009,2015-06-01,-4
-1488829,7853985,2015-06-02,-2
-620675,723474,2015-06-03,4
9364365,3136526,2015-06-04,3
8006600,-4041936,2015-06-05,3
-1966457,7372715,2015-06-06,4
-9613296,-2954149,2015-06-07,0
-1088335,-7158790,2015-06-08,0
-1401006,3505115,2015-06-09,1
-3390795,3994927,2015-06-10,3
8396356,2596433,2015-06-11,-3
1737655,7826038,2015-06-12,4
-7516208,490595,2015-06-13,-4
-5886631,8627210,2015-06-14,1
-35030,-5653170,2015-06-15,-4
-5300755,7294042,2015-06-16,-4
7380804,8341764,2015-06-17,1
-2789706,2305379,2015-06-18,-3
4455784,-7388817,2015-06-19,-1
-5076766,73501,2015-06-20,4
-1577452,-5948599,2015-06-21,-1
4720610,6344854,2015-06-22,-1
7273744,5718759,2015-06-23,-5
-8780762,8550995,2015-06-24,3
3695465,7716108,2015-06-25,0
2423210,-8666922,2015-06-26,-1
8253338,-4923651,2015-06-27,2
-8894878,1497970,2015-06-28,0
1537644,5566895,2015-06-29,4
-9701522,9254134,2015-06-30,0
-9498215,3232622,2015-07-01,1
-8157335,-5895930,2015-07-02,1
7808824,-2642143,2015-07-03,-4
-4884190,-4348474,2015-07-04,2
-5494981,8647463,2015-07-05,-1
-7039088,-8980011,2015-07-06,-5
7565306,6352664,2015-07-07,-4
-2829312,5472215,2015-07-08,-5
5015040,2694164,2015-07-09,2
-6152577,6984358,2015-07-10,2
8898444,2495651,2015-07-11,-5
-7498446,6671466,2015-07-12,4
-1718939,-2746504,2015-07-13,-3
-9592252,7695402,2015-07-14,1
-8159117,8278677,2015-07-15,-1
9981301,6354501,2015-07-16,-4
8284716,-8029732,2015-07-17,3
9843979,9051905,2015-07-18,2
-5364237,-5622535,2015-07-19,-4
-9071187,8506714,2015-07-20,4
-334521,3289216,2015-07-21,3
-1955333,-2505635,2015-07-22,1
-4811732,-3761152,2015-07-23,2
-3789245,7584235,2015-07-24,-1
-2999382,1433764,2015-07-25,2
6673439,-4728393,2015-07-26,3
-5175939,7073536,2015-07-27,3
-6543821,1307154,2015-07-28,-5
8880813,-7504880,2015-07-29,-4
-9077103,7472563,2015-07-30,0
-2094377,8605946,2015-07-31,-4
7916363,5419024,2015-08-01,-4
-4280033,-8369703,2015-08-02,1
-8610839,9897392,2015-08-03,-1
4748133,664561,2015-08-04,-4
4522686,5260817,2015-08-05,0
1830729,-8853565,2015-08-06,0
663444,-627112,2015-08-07,-4
-1064509,-6637612,2015-08-08,-3
-1859084,-7441979,2015-08-09,1
6553846,-6978020,2015-08-10,-1
6900354,6793281,2015-08-11,3
9364976,7081777,2015-08-12,-5
-228329,5357729,2015-08-13,0
7559741,-1657187,2015-08-14,4
-4640400,5081669,2015-08-15,-4
1140926,6135103,2015-08-16,1
3126185,6742353,2015-08-17,2
2283722,-5117934,2015-08-18,4
-3080897,1986975,2015-08-19,3
-5867215,-735179,2015-08-20,-5
-2082482,7019468,2015-08-21,2
-8269320,-2446238,2015-08-22,-1
-3508800,8701563,2015-08-23,4
-5944650,-2927566,2015-08-24,-2
7691011,-2701435,2015-08-25,-2
-6394393,5638489,2015-08-26,3
820020,-544480,2015-08-27,-5
8852481,8438723,2015-08-28,0
651427,3261761,2015-08-29,-3
9403460,380946,2015-08-30,1
1419689,7160623,2015-08-31,-2
3923022,2490467,2015-09-01,-3
-5580056,1665545,2015-09-02,3
1325634,-1600278,2015-09-03,-2
-8673137,-4996037,2015-09-04,1
7739987,-4264127,2015-09-05,-2
5987391,9463127,2015-09-06,0
3963175,-8738416,2015-09-07,3
753152,-9754946,2015-09-08,0
-8852490,-6841367,2015-09-09,0
4458818,3205117,2015-09-10,-2
9883521,-3421911,2015-09-11,2
-2912545,-7417768,2015-09-12,3
8746188,-7875635,2015-09-13,-3
5525925,-9779533,2015-09-14,1
-9227627,-1755820,2015-09-15,1
9033618,-4763883,2015-09-16,-3
2007116,-7032791,2015-09-17,-4
3685329,-6175806,2015-09-18,4
404464,-1669035,2015-09-19,-2
2171344,3636356,2015-09-20,-1
3293786,8397649,2015-09-21,-3
7353011,2607837,2015-09-22,0
6235260,-4847475,2015-09-23,-5
2849604,5367332,2015-09-24,4
1745713,-6010564,2015-09-25,-2
-8936303,7357375,2015-09-26,-4
-3049756,2164096,2015-09-27,3
-4061382,6238951,2015-09-28,-1
825874,5714475,2015-09-29,1
-5211295,913063,2015-09-30,4
3849610,4781245,2015-10-01,2
-7310327,-4643440,2015-10-02,4
2229631,4275066,2015-10-03,1
9081632,6830408,2015-10-04,4
-4300046,-9351194,2015-10-05,2
8633720,6937722,2015-10-06,3
-6945890,-6712519,2015-10-07,3
7008886,-7217308,2015-10-08,1
-2921573,-4641253,2015-10-09,4
6082553,9080497,2015-10-10,-4
6195190,-3940226,2015-10-11,4
-8161423,-6002386,2015-10-12,3
-4687521,7622946,2015-10-13,-4
2414821,8742342,2015-10-14,-1
8897479,-9785799,2015-10-15,-5
-4911256,-6038463,2015-10-16,3
2145103,-5521628,2015-10-17,0
2167783,4145730,2015-10-18,2
6443978,-1067928,2015-10-19,0
4277622,-85560,2015-10-20,4
1658445,3496451,2015-10-21,-2
-3823635,2902690,2015-10-22,3
6415788,-8189849,2015-10-23,1
-1416499,4657370,2015-10-24,-3
7279626,-3374524,2015-10-25,-1
-9417425,4611784,2015-10-26,1
3453654,-3780936,2015-10-27,-2
5902093,84366,2015-10-28,-2
-9909021,-4545190,2015-10-29,3
-6715694,324216,2015-10-30,-3
-4601100,1528663,2015-10-31,3
-7992940,-3365589,2015-11-01,1
3792198,603925,2015-11-02,0
8651261,18656,2015-11-03,-2
1992896,-1361150,2015-11-04,-4
-9415459,-3606017,2015-11-05,-4
-3347809,-7932732,2015-11-06,-1
5166516,8808128,2015-11-07,-5
-7763514,-4324162,2015-11-08,3
9305100,-6078101,2015-11-09,-4
4304926,-5953284,2015-11-10,4
-7787028,2453302,2015-11-11,-1
1900621,5213096,2015-11-12,2
-9884375,-8071715,2015-11-13,-5
4835698,-4709147,2015-11-14,-1
6221420,6127764,2015-11-15,2
-8565452,4646468,2015-11-16,-1
9816110,-8358921,2015-11-17,0
-6130362,4734315,2015-11-18,0
8683375,8967189,2015-11-19,-2
8950923,-8427535,2015-11-20,2
-6405941,2695492,2015-11-21,-2
1766023,8381076,2015-11-22,-4
-6656149,2324282,2015-11-23,-2
4778985,-8586867,2015-11-24,2
9329709,6425640,2015-11-25,2
3481527,-1891587,2015-11-26,-2
7954796,3163156,2015-11-27,-5
2360587,385313,2015-11-28,-3
-5725924,-9666453,2015-11-29,-4
-864991,-1984004,2015-11-30,-5
3820992,4568275,2015-12-01,3
198434,-8534278,2015-12-02,-5
-9657174,-2458767,2015-12-03,-3
-1606485,-8223407,2015-12-04,-4
-2092889,9350733,2015-12-05,0
5823150,881200,2015-12-06,3
6454478,-3234253,2015-12-07,2
9837878,-2470178,2015-12-08,3
3572278,1687354,2015-12-09,1
-8320145,2443499,2015-12-10,3
2493453,5151942,2015-12-11,-4
9353207,9844423,2015-12-12,0
-8151575,5764570,2015-12-13,-1
-7950600,4273913,2015-12-14,-2
-2577689,2218668,2015-12-15,-1
6599331,-3446799,2015-12-16,1
6552819,-815360,2015-12-17,-4
654548,2344053,2015-12-18,-4
-8344584,-6137158,2015-12-19,2
1567122,-6136966,2015-12-20,-3
9741034,-9879958,2015-12-21,-4
-6976992,-1064826,2015-12-22,0
7896960,-2656176,2015-12-23,-2
-2320370,5391087,2015-12-24,-3
6032591,3867915,2015-12-25,3
-7485367,-6556582,2015-12-26,2
169778,6707977,2015-12-27,4
4844558,-7474689,2015-12-28,3
-9557697,-9802874,2015-12-29,1
4149396,1354253,2015-12-30,3
-3638159,5678743,2015-12-31,2
1119116,-8626392,2016-01-01,-5
-4613350,-9401293,2016-01-02,-2
3885368,6833885,2016-01-03,-2
-255582,-5266799,2016-01-04,-1
6386433,9405475,2016-01-05,-3
-7698906,3682156,2016-01-06,-4
-8383932,-4513805,2016-01-07,-4
4884466,-6581996,2016-01-08,-5
-9876607,-1934573,2016-01-09,4
-4924969,-5501195,2016-01-10,4
9907162,4516017,2016-01-11,-2
49301,8839443,2016-01-12,-1
2048565,1149192,2016-01-13,-5
-1012191,-4948133,2016-01-14,1
8592468,-4167906,2016-01-15,-5
9018173,7722267,2016-01-16,3
4171969,2555527,2016-01-17,-5
8012178,2333593,2016-01-18,1
2047216,7241387,2016-01-19,0
8873577,9783774,2016-01-20,-3
2616626,-4767517,2016-01-21,-2
-9832867,3457580,2016-01-22,-4
-9478490,2958778,2016-01-23,-1
9324907,-8207277,2016-01-24,2
2425737,9323371,2016-01-25,-5
2785847,-7818681,2016-01-26,-4
251209,6172933,2016-01-27,3
-4892834,-1438875,2016-01-28,-3
7521070,4424236,2016-01-29,-1
-4657503,3820209,2016-01-30,-5
-4653066,1745150,2016-01-31,-3
8274281,-7958659,2016-02-01,-5
-4977146,-5718091,2016-02-02,4
9684959,-1731732,2016-02-03,-4
2580604,-7473272,2016-02-04,1
4900843,590345,2016-02-05,0
-4134596,4133765,2016-02-06,0
2954243,-3501813,2016-02-07,-2
-5520245,-3227501,2016-02-08,1
3497831,252413,2016-02-09,-3
-4343008,-4542960,2016-02-10,-1
-6870417,8917314,2016-02-11,-3
-2371855,2078962,2016-02-12,4
-1545754,-6447819,2016-02-13,-5
-3883855,3444313,2016-02-14,-4
-5094370,226369,2016-02-15,-3
-1180127,3657442,2016-02-16,-4
4831446,1328344,2016-02-17,4
5351421,3308410,2016-02-18,-5
3899625,-3101174,2016-02-19,-2
-9097472,-6549096,2016-02-20,-3
-6562017,3613253,2016-02-21,-3
-5756850,3938404,2016-02-22,-2
-885118,5382556,2016-02-23,0
-6196708,6407044,2016-02-24,-3
6934982,96205,2016-02-25,-2
8936144,6426650,2016-02-26,-2
-4069525,-802095,2016-02-27,-5
-9409639,-2283313,2016-02-28,-5
1240674,-7478556,2016-02-29,-5
-6254913,-5474545,2016-03-01,3
9081860,-8210182,2016-03-02,4
-4844634,-4968754,2016-03-03,4
-9441040,-4730706,2016-03-04,-2
2678669,1845117,2016-03-05,-4
5415739,-8296647,2016-03-06,4
-5038488,5145292,2016-03-07,-1
-3129737,4447661,2016-03-08,-2
6852063,-3321296,2016-03-09,4
462437,-2300940,2016-03-10,-5
-5382733,-3523502,2016-03-11,0
3840466,-8369317,2016-03-12,-1
-5006595,-5160735,2016-03-13,4
8368570,7645738,2016-03-14,-5
-2430857,-8040008,2016-03-15,2
-8818121,-6991500,2016-03-16,4
6656607,-2126008,2016-03-17,0
962619,-1020248,2016-03-18,0
9909281,-200069,2016-03-19,-4
6664004,-8232474,2016-03-20,1
-9821489,-1632047,2016-03-21,-3
-7747668,-7859635,2016-03-22,1
-5933255,-1094606,2016-03-23,-1
9535782,-2376242,2016-03-24,-5
-4774463,-9437304,2016-03-25,-2
4860392,-8373852,2016-03-26,-4
-6841671,-6460515,2016-03-27,-4
4032994,-2119809,2016-03-28,-2
816628,5429364,2016-03-29,3
9247017,3139882,2016-03-30,0
1718451,-1767128,2016-03-31,4
-6997893,5710405,2016-04-01,4
4885704,9178190,2016-04-02,-3
1636961,2708772,2016-04-03,-1
-3400459,-8624464,2016-04-04,4
-1001990,-6626871,2016-04-05,-3
2788597,-9036025,2016-04-06,-3
-1230357,-2450322,2016-04-07,-5
2456562,5780480,2016-04-08,-4
6522488,7833481,2016-04-09,0
-2320748,-4914132,2016-04-10,1
9859630,-4115107,2016-04-11,2
-1627032,6416500,2016-04-12,-4
-9098681,-9557959,2016-04-13,-2
4606105,5540868,2016-04-14,2
-1490768,-7368196,2016-04-15,0
-6018690,-2345655,2016-04-16,1
-779681,3179796,2016-04-17,-5
2644126,9698774,2016-04-18,3
9229976,-9998323,2016-04-19,4
7820075,9945956,2016-04-20,-4
6649788,8064654,2016-04-21,-5
843174,-5052594,2016-04-22,-1
-9138561,8245303,2016-04-23,4
5233737,-621520,2016-04-24,-5
-76031,5270139,2016-04-25,3
-5719039,3783942,2016-04-26,-4
-6205534,-2893609,2016-04-27,-5
9527889,2602581,2016-04-28,4
652183,-7467895,2016-04-29,0
8239884,7004252,2016-04-30,3
-9645521,6758491,2016-05-01,3
-5677996,-4073342,2016-05-02,-1
7010520,-4568600,2016-05-03,-2
9780913,9796113,2016-05-04,0
-1350355,-4096214,2016-05-05,1
2739147,8655297,2016-05-06,2
-580765,-4580783,2016-05-07,3
-1781959,6435185,2016-05-08,1
-6249929,-1401428,2016-05-09,1
3586489,-3448342,2016-05-10,-5
-4678662,1065089,2016-05-11,1
8315368,-99094,2016-05-12,-5
6239773,5642650,2016-05-13,1
8502183,-1508308,2016-05-14,2
-5553364,-7801461,2016-05-15,3
799300,803479,2016-05-16,0
-5006270,2833801,2016-05-17,-5
-915303,8445779,2016-05-18,-1
-403926,1400392,2016-05-19,-4
-2784440,-8607639,2016-05-20,0
-8052307,3794773,2016-05-21,2
9372185,8754803,2016-05-22,-3
-8842831,4592097,2016-05-23,-2
-3668720,-4484926,2016-05-24,-1
2318817,-7082464,2016-05-25,-1
-3873721,-6366366,2016-05-26,4
2270472,-414131,2016-05-27,3
-7494567,-940554,2016-05-28,-4
4652071,7900389,2016-05-29,-1
250742,-4148996,2016-05-30,-2
5634285,-5435477,2016-05-31,0
-6541626,2054483,2016-06-01,-1
-1460454,1909686,2016-06-02,-4
1517876,-879849,2016-06-03,-2
-7888153,-7626326,2016-06-04,-5
-8274110,58194,2016-06-05,1
8155116,-7202748,2016-06-06,-2
-5766518,9477940,2016-06-07,-3
587428,8236833,2016-06-08,4
-4547833,4866292,2016-06-09,3
3443542,6254895,2016-06-10,-1
5743036,7984778,2016-06-11,-3
-5409943,4335729,2016-06-12,-4
5013536,4337392,2016-06-13,-1
-8063503,958864,2016-06-14,0
-6152506,-5047257,2016-06-15,4
-9097897,-3270544,2016-06-16,-2
4351685,6305944,2016-06-17,-2
2774910,5007800,2016-06-18,-1
1002339,-9991532,2016-06-19,3
-2371843,5316706,2016-06-20,-5
-3772979,-2051176,2016-06-21,4
8552301,-7849320,2016-06-22,1
-2936010,-6644570,2016-06-23,0
-1109350,-5847590,2016-06-24,3
-5593660,-4058119,2016-06-25,-2
7688242,53130,2016-06-26,-4
4608300,-7316278,2016-06-27,2
-677698,-7885074,2016-06-28,0
-5840701,7918735,2016-06-29,0
8216859,-9748147,2016-06-30,2
6780743,-1661506,2016-07-01,-1
3714792,-2411834,2016-07-02,4
2581944,-5622750,2016-07-03,-4
1723032,6727339,2016-07-04,-4
-1273977,2848566,2016-07-05,3
2635693,4195152,2016-07-06,2
-9692250,7081910,2016-07-07,-2
4608659,-6027700,2016-07-08,-4
-60720,-9786120,2016-07-09,0
-1106172,-4011048,2016-07-10,3
-274678,-905177,2016-07-11,-3
1170678,1190134,2016-07-12,2
2470577,6620503,2016-07-13,4
-3488025,2985583,2016-07-14,4
2693316,-5091057,2016-07-15,-2
2579162,-619329,2016-07-16,3
-8202622,3131161,2016-07-17,-5
9918946,-8415194,2016-07-18,4
-885847,6511049,2016-07-19,1
-2188577,7096154,2016-07-20,4
-3090876,-9266944,2016-07-21,-4
3207330,-7150236,2016-07-22,4
-8035247,-4599028,2016-07-23,1
3966590,-568455,2016-07-24,4
6735288,-7060534,2016-07-25,3
-2022228,-1428204,2016-07-26,-2
5582429,-5040623,2016-07-27,2
947601,-1807545,2016-07-28,4
-7477022,-2343903,2016-07-29,1
-6476974,9712762,2016-07-30,3
-3621345,9924070,2016-07-31,-2
-3423477,7105563,2016-08-01,0
-1412160,8672036,2016-08-02,1
9238577,4902652,2016-08-03,-1
1639884,-4874358,2016-08-04,4
-8057043,2603956,2016-08-05,3
8638760,-9015580,2016-08-06,-3
-7681094,1205986,2016-08-07,-5
-5705810,-1893777,2016-08-08,-2
8716085,-7716661,2016-08-09,-3
-9386240,9084624,2016-08-10,-4
-5927777,7718458,2016-08-11,-4
2189380,18910,2016-08-12,-4
-5077153,5304686,2016-08-13,-3
2525250,-6530735,2016-08-14,-2
4677053,-3808465,2016-08-15,4
-8566213,-578547,2016-08-16,-4
-7761164,8964581,2016-08-17,-2
1466021,-2511037,2016-08-18,-4
1894505,2322847,2016-08-19,-1
-5980062,-6117756,2016-08-20,0
-2241472,7726822,2016-08-21,2
-626315,755155,2016-08-22,-1
