pretest_score,posttest_score,datetime,category
3222773,9905051,2015-06-05,1
1941922,5234394,2015-06-06,1
4612671,7572900,2015-06-07,1
1539284,4819107,2015-06-08,1
9024635,2457441,2015-06-09,2
2262219,2219388,2015-06-10,1
7142986,9216155,2015-06-11,2
4008493,1570178,2015-06-12,1
8767540,156035,2015-06-13,1
7971919,3258085,2015-06-14,1
8789487,2881416,2015-06-15,2
7881218,6031080,2015-06-16,2
4543772,5805579,2015-06-17,2
3326408,2136167,2015-06-18,1
5709963,1066346,2015-06-19,2
3874575,2275167,2015-06-20,2
9793446,7017801,2015-06-21,1
994591,5871176,2015-06-22,2
3519972,9149952,2015-06-23,1
6668008,7646122,2015-06-24,1
9926811,4016664,2015-06-25,1
1630019,1342914,2015-06-26,2
2303395,6336311,2015-06-27,1
6254285,7561265,2015-06-28,2
6919857,9829937,2015-06-29,1
776548,8986955,2015-06-30,2
6152974,334233,2015-07-01,2
1189665,798717,2015-07-02,1
4495542,7728247,2015-07-03,2
986591,5352230,2015-07-04,2
5552361,5179029,2015-07-05,1
1021828,9983515,2015-07-06,1
5766346,1064117,2015-07-07,1
6502926,2770056,2015-07-08,2
9368040,111267,2015-07-09,2
7643884,955872,2015-07-10,2
5462239,5283753,2015-07-11,2
5062259,7570663,2015-07-12,1
3112289,5623609,2015-07-13,2
8485637,3651796,2015-07-14,1
1425268,168409,2015-07-15,2
1419632,817093,2015-07-16,1
1422621,7546302,2015-07-17,2
771613,1982122,2015-07-18,1
2571192,5442754,2015-07-19,2
4366321,8160181,2015-07-20,1
3185630,2527455,2015-07-21,1
6286078,6006567,2015-07-22,2
819601,310280,2015-07-23,2
2266847,2356575,2015-07-24,1
5901941,1367750,2015-07-25,1
1384082,5136478,2015-07-26,1
8098412,9439038,2015-07-27,1
7858855,2498615,2015-07-28,2
3123285,1920882,2015-07-29,2
9550216,1393519,2015-07-30,2
6257992,279075,2015-07-31,1
9130448,5023591,2015-08-01,2
7632935,1955281,2015-08-02,2
9707707,6262152,2015-08-03,2
2895735,1064711,2015-08-04,1
6642839,3866785,2015-08-05,2
4724493,1429716,2015-08-06,2
2940871,7390236,2015-08-07,2
8566838,6263541,2015-08-08,1
4000218,1731078,2015-08-09,1
1017794,7188746,2015-08-10,1
8639373,5727423,2015-08-11,2
5724987,5565858,2015-08-12,1
5932309,9869687,2015-08-13,1
387757,6366699,2015-08-14,1
7796365,3842676,2015-08-15,2
6834708,549470,2015-08-16,1
395522,2835026,2015-08-17,2
3481818,588246,2015-08-18,2
7500906,4608886,2015-08-19,2
3251611,8262233,2015-08-20,1
3580901,1576729,2015-08-21,2
8365347,5052162,2015-08-22,1
5597446,9929338,2015-08-23,2
7650821,7080463,2015-08-24,1
287397,5922884,2015-08-25,2
6185215,2495107,2015-08-26,2
4068848,840714,2015-08-27,1
1493127,7660623,2015-08-28,1
3435283,8578717,2015-08-29,1
3461558,9023141,2015-08-30,1
4438435,8808775,2015-08-31,1
8509680,8441939,2015-09-01,1
6547444,5304743,2015-09-02,2
8360490,3138385,2015-09-03,2
8863257,4976333,2015-09-04,1
3841563,1528611,2015-09-05,2
7959817,9674177,2015-09-06,1
2902640,369912,2015-09-07,1
8960751,7215716,2015-09-08,2
1038937,4171546,2015-09-09,2
1073293,1039225,2015-09-10,1
4558675,5803176,2015-09-11,1
133094,5020453,2015-09-12,1
856098,6561597,2015-09-13,2
3807346,6209276,2015-09-14,2
918591,8748597,2015-09-15,2
5276244,1007302,2015-09-16,2
426908,194263,2015-09-17,1
7742428,2940347,2015-09-18,2
2260907,3480120,2015-09-19,1
6840837,3219230,2015-09-20,1
8381258,6684473,2015-09-21,1
1791042,6937956,2015-09-22,2
5976748,6942550,2015-09-23,1
1966296,6597291,2015-09-24,1
4783050,9684118,2015-09-25,2
6730597,5527648,2015-09-26,2
972616,9155253,2015-09-27,2
2594149,4896612,2015-09-28,1
1837740,4818521,2015-09-29,1
5920107,9491582,2015-09-30,2
8642312,8342222,2015-10-01,2
9669236,3631666,2015-10-02,1
4650702,4328531,2015-10-03,2
8596665,1438032,2015-10-04,1
7397453,568041,2015-10-05,1
4029449,7738930,2015-10-06,2
5297316,9096750,2015-10-07,2
5159946,4764203,2015-10-08,2
1395030,3661158,2015-10-09,1
8985415,8892143,2015-10-10,1
779240,5018314,2015-10-11,1
2395851,5244729,2015-10-12,2
8616082,6572555,2015-10-13,2
6630375,1266074,2015-10-14,1
253219,8319416,2015-10-15,1
8417727,6219615,2015-10-16,2
1174825,5806542,2015-10-17,1
7683790,7343653,2015-10-18,2
3910795,8613369,2015-10-19,2
7117373,482206,2015-10-20,1
2043328,6628280,2015-10-21,1
7570361,562531,2015-10-22,2
3423093,4688855,2015-10-23,1
4596011,7165115,2015-10-24,1
7832937,7056300,2015-10-25,1
5532536,7820779,2015-10-26,2
8968033,6385599,2015-10-27,2
6975005,7132920,2015-10-28,1
7538770,8401752,2015-10-29,1
8622348,5901533,2015-10-30,1
2362314,5077718,2015-10-31,2
9358099,49613,2015-11-01,1
8003671,3113480,2015-11-02,1
6106017,2443374,2015-11-03,2
8348738,7735191,2015-11-04,1
5496623,6649606,2015-11-05,2
8117316,5572659,2015-11-06,2
2890250,5608164,2015-11-07,2
4912164,9434077,2015-11-08,2
9955189,314899,2015-11-09,1
5051984,945110,2015-11-10,2
313266,3332727,2015-11-11,1
9911514,6824919,2015-11-12,2
2331658,7453920,2015-11-13,1
2928446,3650491,2015-11-14,1
6942022,4536760,2015-11-15,2
3438889,3707665,2015-11-16,1
9687110,2688320,2015-11-17,2
6136297,780076,2015-11-18,1
3874980,7372965,2015-11-19,2
6088935,4152444,2015-11-20,2
8791215,4816006,2015-11-21,2
1368461,3419032,2015-11-22,1
7624058,7901714,2015-11-23,2
1859157,9246669,2015-11-24,2
825678,5830324,2015-11-25,2
1385712,6097362,2015-11-26,2
7205354,5398044,2015-11-27,2
1121082,2866544,2015-11-28,2
7466578,556795,2015-11-29,1
2246479,5171583,2015-11-30,1
963103,2498032,2015-12-01,1
5281941,1956560,2015-12-02,2
2003324,598763,2015-12-03,2
4685970,7644451,2015-12-04,1
183939,607950,2015-12-05,2
6864625,8528889,2015-12-06,1
7602851,2608256,2015-12-07,1
844019,2723315,2015-12-08,1
679299,5128241,2015-12-09,1
4185561,4671138,2015-12-10,1
8290175,292040,2015-12-11,1
1108126,6123264,2015-12-12,2
727342,6400713,2015-12-13,2
3934238,2539680,2015-12-14,1
238243,2832605,2015-12-15,2
7671655,5410898,2015-12-16,2
1806795,1235264,2015-12-17,1
1202253,6951401,2015-12-18,1
7492850,6924047,2015-12-19,1
1801306,5156986,2015-12-20,2
1187101,5124717,2015-12-21,2
2785898,6083750,2015-12-22,2
5522377,6436821,2015-12-23,2
6592104,1599018,2015-12-24,1
6185067,5126881,2015-12-25,2
2344703,4273740,2015-12-26,2
6981860,9777203,2015-12-27,2
4375333,2160162,2015-12-28,1
514757,4909002,2015-12-29,2
1060388,8607871,2015-12-30,2
9250305,3008924,2015-12-31,1
9900765,2142340,2016-01-01,2
9400778,4092686,2016-01-02,1
9770774,3372761,2016-01-03,1
2822456,3118637,2016-01-04,1
3726390,5813584,2016-01-05,2
7711617,7375740,2016-01-06,2
3760297,1303209,2016-01-07,1
3390761,7796606,2016-01-08,1
2321486,7114990,2016-01-09,2
4271707,171006,2016-01-10,1
192286,8939978,2016-01-11,1
7373012,5539870,2016-01-12,2
1551149,4473258,2016-01-13,1
8581526,6881018,2016-01-14,2
3350554,2403353,2016-01-15,2
4098130,2067235,2016-01-16,2
7665455,7913472,2016-01-17,1
8465094,2326227,2016-01-18,2
6461790,5950029,2016-01-19,1
776069,9619690,2016-01-20,1
9805751,7316695,2016-01-21,2
5890190,2654927,2016-01-22,2
8857530,3532603,2016-01-23,1
2867791,3211032,2016-01-24,2
1591372,1449070,2016-01-25,2
6641051,4645363,2016-01-26,2
7425542,8560756,2016-01-27,1
4160141,2415161,2016-01-28,1
8600956,2932526,2016-01-29,1
423516,3488885,2016-01-30,2
9682023,2890624,2016-01-31,2
4247555,2300244,2016-02-01,1
6786432,3122036,2016-02-02,1
826838,7107495,2016-02-03,2
9247135,6617230,2016-02-04,1
2468770,2167663,2016-02-05,2
6375883,1752323,2016-02-06,2
6505339,9409264,2016-02-07,1
6152187,1208878,2016-02-08,2
8992631,2524070,2016-02-09,1
749676,9976124,2016-02-10,1
7346478,3927636,2016-02-11,2
6110882,2350386,2016-02-12,2
2335528,9841584,2016-02-13,1
7700498,4481850,2016-02-14,2
1983919,8897097,2016-02-15,1
2360209,1474938,2016-02-16,2
980549,7117271,2016-02-17,1
5051671,3742219,2016-02-18,1
98712,787417,2016-02-19,1
5274847,6456218,2016-02-20,1
8079443,6236224,2016-02-21,2
1794525,2976756,2016-02-22,1
7248276,4639736,2016-02-23,2
9761570,749425,2016-02-24,2
874889,1811545,2016-02-25,1
6258102,9847453,2016-02-26,1
6563753,1612853,2016-02-27,1
8771106,2991981,2016-02-28,2
3084869,7903107,2016-02-29,2
9203681,7822379,2016-03-01,2
2934251,1712840,2016-03-02,1
5587982,4003772,2016-03-03,2
3237674,7535292,2016-03-04,2
8315042,4961629,2016-03-05,2
6615983,8858720,2016-03-06,1
8094323,7166449,2016-03-07,2
2907846,2203940,2016-03-08,2
9200298,2036517,2016-03-09,1
1910093,5253883,2016-03-10,1
2748798,6922536,2016-03-11,2
3007444,5430286,2016-03-12,1
1906133,3207615,2016-03-13,1
1577451,1179575,2016-03-14,2
7623699,657294,2016-03-15,1
7974326,9123645,2016-03-16,1
3387230,5222467,2016-03-17,2
3072944,8149069,2016-03-18,1
3363068,4674038,2016-03-19,2
6861197,6986512,2016-03-20,2
3552723,9874621,2016-03-21,2
8049299,9963159,2016-03-22,2
7619422,5384600,2016-03-23,1
1708665,2625047,2016-03-24,2
2527064,8603947,2016-03-25,2
5552693,826367,2016-03-26,2
9002171,9721611,2016-03-27,1
1574013,1213279,2016-03-28,2
9871788,7129805,2016-03-29,2
4896807,1766244,2016-03-30,1
2444297,8750646,2016-03-31,1
5581744,7161160,2016-04-01,2
7605088,6498992,2016-04-02,2
7007076,9874883,2016-04-03,2
9565983,1950803,2016-04-04,2
9987847,5156461,2016-04-05,1
3849384,4131205,2016-04-06,2
1226810,1987785,2016-04-07,1
8015563,9574232,2016-04-08,2
7574898,9474445,2016-04-09,1
639827,7095185,2016-04-10,2
6297345,7862821,2016-04-11,2
733508,1416626,2016-04-12,1
5968043,6157324,2016-04-13,1
4355406,4551250,2016-04-14,1
8885790,555071,2016-04-15,2
7242633,127333,2016-04-16,1
9985201,411342,2016-04-17,2
1033642,683978,2016-04-18,1
7973318,9286057,2016-04-19,1
4377277,9788347,2016-04-20,2
9671830,4543903,2016-04-21,2
994471,6914298,2016-04-22,1
3899059,4687733,2016-04-23,1
4419944,6812747,2016-04-24,1
6886165,5266979,2016-04-25,1
6765307,6798365,2016-04-26,2
4456790,1126594,2016-04-27,2
6851010,8360089,2016-04-28,1
8274103,5954782,2016-04-29,1
3262851,9743976,2016-04-30,2
9765201,4073192,2016-05-01,1
8554037,5944562,2016-05-02,2
2894302,264500,2016-05-03,1
7015918,1666077,2016-05-04,2
6292422,3392331,2016-05-05,2
9951928,1559195,2016-05-06,2
9764958,4902633,2016-05-07,1
9517528,198473,2016-05-08,2
3552462,6998444,2016-05-09,1
5903649,9264036,2016-05-10,2
6127741,2590255,2016-05-11,2
8875939,4365851,2016-05-12,1
7592669,8724031,2016-05-13,1
5707774,2849987,2016-05-14,1
3369765,1648644,2016-05-15,1
188262,3897172,2016-05-16,1
9746632,1622886,2016-05-17,1
5634482,3271082,2016-05-18,1
3029867,7718510,2016-05-19,1
1354407,2607751,2016-05-20,1
4607296,43687,2016-05-21,1
8046966,9797326,2016-05-22,2
5882006,9332402,2016-05-23,1
2753167,5715959,2016-05-24,1
6256562,3271868,2016-05-25,2
3281360,5195634,2016-05-26,1
299669,2215122,2016-05-27,1
2348732,3781982,2016-05-28,1
6898972,4389439,2016-05-29,2
7667137,7670609,2016-05-30,2
8485405,2915020,2016-05-31,1
1793903,7191327,2016-06-01,1
2981995,7098372,2016-06-02,1
2292476,6951039,2016-06-03,1
615151,5445478,2016-06-04,1
5843335,175252,2016-06-05,2
3129519,4825640,2016-06-06,2
2676091,5600615,2016-06-07,1
4533870,8938825,2016-06-08,2
3415881,1362723,2016-06-09,1
4956154,7670225,2016-06-10,1
8150253,7629013,2016-06-11,2
7392888,5577439,2016-06-12,2
9761903,6538290,2016-06-13,1
4939289,3252927,2016-06-14,2
3134668,8696414,2016-06-15,1
9443748,3745855,2016-06-16,2
4918326,9083669,2016-06-17,2
4094981,6614056,2016-06-18,2
2248709,4973911,2016-06-19,2
7263580,3437256,2016-06-20,1
5404491,3048058,2016-06-21,2
939116,3303326,2016-06-22,2
5139632,1628400,2016-06-23,1
4944130,500539,2016-06-24,2
742430,3381995,2016-06-25,1
4673734,1078641,2016-06-26,2
8564126,3880930,2016-06-27,1
9574554,6322293,2016-06-28,1
1502025,2543108,2016-06-29,2
6510209,2108810,2016-06-30,2
6539899,1259706,2016-07-01,1
8342005,7677223,2016-07-02,2
1708280,7109662,2016-07-03,1
2403682,9627695,2016-07-04,1
5953116,1178900,2016-07-05,2
8724256,4971626,2016-07-06,2
337951,9389588,2016-07-07,1
2559100,9646270,2016-07-08,2
9093797,6635640,2016-07-09,1
8791049,3542462,2016-07-10,2
7850544,5507476,2016-07-11,1
6105255,4643202,2016-07-12,1
908084,5682100,2016-07-13,1
1529169,7540773,2016-07-14,2
1833572,5405005,2016-07-15,2
3513500,5065652,2016-07-16,1
1437361,6437463,2016-07-17,1
60056,6564578,2016-07-18,2
8437022,9300531,2016-07-19,1
5113786,7438004,2016-07-20,2
2587561,9432729,2016-07-21,2
8673250,9115476,2016-07-22,2
8625496,7020254,2016-07-23,2
8083219,4864205,2016-07-24,1
7701719,7835942,2016-07-25,2
2428430,2461060,2016-07-26,1
6760804,2649544,2016-07-27,1
6981281,1240265,2016-07-28,2
296261,2851714,2016-07-29,2
4512152,3539876,2016-07-30,1
9231334,5215978,2016-07-31,2
9852322,9713357,2016-08-01,2
9880680,2246836,2016-08-02,1
1393241,4976576,2016-08-03,1
9778141,7822504,2016-08-04,1
6808196,4610204,2016-08-05,2
4454474,8689907,2016-08-06,1
2341580,1508991,2016-08-07,1
4744574,3182553,2016-08-08,1
4528818,1959660,2016-08-09,1
3077277,5959415,2016-08-10,1
5139660,8926210,2016-08-11,2
460958,2970975,2016-08-12,2
9341857,1525655,2016-08-13,1
1439027,2228172,2016-08-14,2
9609705,5322074,2016-08-15,2
47447,1940789,2016-08-16,1
1540984,7598870,2016-08-17,1
9326331,4477612,2016-08-18,1
3644156,1410044,2016-08-19,1
4367015,7186996,2016-08-20,2
7672808,5195539,2016-08-21,2
3088795,4976071,2016-08-22,2
6108222,7692099,2016-08-23,2
903497,4766276,2016-08-24,1
525338,5560714,2016-08-25,2
6831985,1064995,2016-08-26,1
9240624,766264,2016-08-27,1
2228749,3659239,2016-08-28,2
3873628,9333569,2016-08-29,1
5094210,6402100,2016-08-30,2
8978953,5627893,2016-08-31,2
2772615,2283778,2016-09-01,2
2346414,1515185,2016-09-02,1
484365,6539783,2016-09-03,2
8067783,2994263,2016-09-04,1
3958425,5214275,2016-09-05,1
1516876,8640471,2016-09-06,1
4844112,6727061,2016-09-07,2
5632353,4151714,2016-09-08,2
5773979,72479,2016-09-09,1
394635,2485516,2016-09-10,1
268838,3233273,2016-09-11,2
8368892,5429794,2016-09-12,2
8067659,8100448,2016-09-13,1
654212,9005094,2016-09-14,1
759420,6091705,2016-09-15,2
8794332,352925,2016-09-16,2
4353132,9131455,2016-09-17,1
2835711,8002766,2016-09-18,2
4007419,5106796,2016-09-19,2
170985,8217460,2016-09-20,2
5373687,2635314,2016-09-21,2
4843068,8024002,2016-09-22,2
8513621,6631818,2016-09-23,2
3041119,237107,2016-09-24,2
5956236,3977817,2016-09-25,2
7705380,103054,2016-09-26,2
3463410,3171156,2016-09-27,2
9326395,9602601,2016-09-28,2
9925659,8611558,2016-09-29,2
6350740,5242990,2016-09-30,1
4913642,4843249,2016-10-01,1
5625386,5682749,2016-10-02,1
3343467,3131839,2016-10-03,2
4136248,2689546,2016-10-04,2
6260659,2632344,2016-10-05,2
3180997,5598449,2016-10-06,1
4668722,173134,2016-10-07,1
6756932,1595611,2016-10-08,2
1459023,5135701,2016-10-09,1
6883543,7767576,2016-10-10,1
5207273,4784199,2016-10-11,2
1057253,2076658,2016-10-12,2
8548943,2469120,2016-10-13,1
1888539,8909263,2016-10-14,2
9040559,164876,2016-10-15,1
2158321,3106701,2016-10-16,1
626294,3493118,2016-10-17,2
7117168,7601258,2016-10-18,2
514715,3413487,2016-10-19,2
1411606,7918209,2016-10-20,2
2925296,1752902,2016-10-21,1
6960088,1166013,2016-10-22,2
3804379,4355866,2016-10-23,2
4921464,6756104,2016-10-24,1
7444398,7634842,2016-10-25,1
6116758,5016142,2016-10-26,2
6808686,5716230,2016-10-27,2
2600000,3870399,2016-10-28,2
8435141,126286,2016-10-29,1
7080170,351387,2016-10-30,2
7432172,1311554,2016-10-31,1
7860020,5064445,2016-11-01,1
8716906,6521718,2016-11-02,1
8317651,4835028,2016-11-03,1
4200938,3115491,2016-11-04,2
8337548,3427612,2016-11-05,1
2690526,5329803,2016-11-06,2
9052307,6947443,2016-11-07,1
9078260,1382949,2016-11-08,1
3806872,2720955,2016-11-09,2
6421806,7008654,2016-11-10,2
4464694,6118063,2016-11-11,1
7310012,9338173,2016-11-12,2
9019653,9332737,2016-11-13,1
7589403,2225613,2016-11-14,2
7061230,9812542,2016-11-15,1
6610436,8519121,2016-11-16,2
3505821,2673351,2016-11-17,2
5909190,1614636,2016-11-18,1
5656653,547301,2016-11-19,1
9777969,8205382,2016-11-20,2
8156170,4888039,2016-11-21,1
4838977,6729066,2016-11-22,1
6184385,3743195,2016-11-23,2
1657609,3705468,2016-11-24,2
8897020,827107,2016-11-25,1
5268913,8243912,2016-11-26,1
2874158,1234595,2016-11-27,2
1947328,9476813,2016-11-28,2
1122017,6789295,2016-11-29,2
529526,408031,2016-11-30,1
3411671,1700484,2016-12-01,1
3061825,6783396,2016-12-02,1
1679463,1418676,2016-12-03,2
6666916,222588,2016-12-04,2
816064,6021345,2016-12-05,2
8895491,1339853,2016-12-06,1
7197862,2580819,2016-12-07,2
6791471,5339905,2016-12-08,2
4419485,8887257,2016-12-09,1
9295323,70645,2016-12-10,1
8335134,7097200,2016-12-11,2
2462702,6033585,2016-12-12,1
6621485,2479998,2016-12-13,1
809570,1759034,2016-12-14,2
8788437,7586791,2016-12-15,1
8497272,6317227,2016-12-16,1
1872508,59873,2016-12-17,1
4192492,3684841,2016-12-18,2
2882092,5738157,2016-12-19,1
6249039,9968926,2016-12-20,2
8903059,2946904,2016-12-21,2
872121,6900838,2016-12-22,2
8718780,3665493,2016-12-23,2
5574738,838947,2016-12-24,1
5097872,475300,2016-12-25,2
7772858,1801795,2016-12-26,2
4566094,5187834,2016-12-27,2
3460641,2510126,2016-12-28,1
8831905,4547657,2016-12-29,1
9100981,8141221,2016-12-30,2
1095145,2523511,2016-12-31,1
5300808,4167275,2017-01-01,1
3140794,3670566,2017-01-02,1
2178341,4970336,2017-01-03,1
9803502,5803034,2017-01-04,2
3804019,477912,2017-01-05,2
6176309,5145082,2017-01-06,2
5346907,7473205,2017-01-07,1
9370746,5407503,2017-01-08,1
1201430,2594678,2017-01-09,2
6814714,3998956,2017-01-10,1
3009273,5582574,2017-01-11,1
2454132,3229062,2017-01-12,2
896306,5889616,2017-01-13,2
9294606,24984,2017-01-14,1
110489,2539858,2017-01-15,1
639652,5940768,2017-01-16,2
6922348,6575910,2017-01-17,1
7497667,3876622,2017-01-18,2
4020333,9511703,2017-01-19,2
2284032,819286,2017-01-20,2
2018411,8952478,2017-01-21,2
7855776,2643938,2017-01-22,2
1031349,612928,2017-01-23,1
16177,8985954,2017-01-24,1
6906461,9175513,2017-01-25,2
8109478,4688425,2017-01-26,2
7062554,1565948,2017-01-27,2
3213731,9738330,2017-01-28,1
6444327,4750324,2017-01-29,2
142379,8491849,2017-01-30,1
5582111,7300810,2017-01-31,2
5415272,4532914,2017-02-01,2
9010700,1824373,2017-02-02,2
284614,3471539,2017-02-03,1
4003820,9087583,2017-02-04,2
7289084,1612032,2017-02-05,1
5656343,243056,2017-02-06,1
9801662,2697195,2017-02-07,2
1634692,1340104,2017-02-08,2
7996815,3614178,2017-02-09,1
4740858,1128441,2017-02-10,1
8823847,5293953,2017-02-11,1
8158003,1198298,2017-02-12,2
2742791,1801061,2017-02-13,2
4205555,6814682,2017-02-14,1
3866135,232162,2017-02-15,2
1056080,3630914,2017-02-16,1
9697983,9188123,2017-02-17,2
464810,9914032,2017-02-18,2
4210451,992725,2017-02-19,2
7166349,7529219,2017-02-20,2
691281,4202337,2017-02-21,1
5906385,2227492,2017-02-22,1
4842596,71940,2017-02-23,1
2259098,4636043,2017-02-24,2
1051192,4908946,2017-02-25,1
3443246,6949423,2017-02-26,2
8534174,4286403,2017-02-27,2
729314,8034890,2017-02-28,1
2789551,9783869,2017-03-01,2
244367,3324763,2017-03-02,1
3497357,9912636,2017-03-03,2
3038446,3231986,2017-03-04,1
2711054,3004429,2017-03-05,1
4834647,3024339,2017-03-06,1
3185622,6020191,2017-03-07,1
9991519,6559833,2017-03-08,1
810786,995156,2017-03-09,1
7224928,7279644,2017-03-10,2
9864721,6844805,2017-03-11,1
6157101,7672967,2017-03-12,1
2626557,6635653,2017-03-13,2
9230718,8510168,2017-03-14,1
3931025,7658380,2017-03-15,2
8720356,7201924,2017-03-16,2
1796731,5587889,2017-03-17,1
9419713,6703017,2017-03-18,2
2354043,9111421,2017-03-19,2
3518396,5291156,2017-03-20,1
1605750,9680222,2017-03-21,1
4140078,9628567,2017-03-22,2
5633346,6719324,2017-03-23,1
2412629,2474173,2017-03-24,1
4108659,7929435,2017-03-25,2
2170520,4054049,2017-03-26,1
2873634,7826022,2017-03-27,1
2566390,5320423,2017-03-28,1
7138846,7003494,2017-03-29,2
8823895,5932347,2017-03-30,2
8639988,2810581,2017-03-31,2
2749763,9721139,2017-04-01,2
2114145,5779418,2017-04-02,1
1475354,4355326,2017-04-03,2
6159723,5261675,2017-04-04,2
4730395,8361423,2017-04-05,2
4881292,209837,2017-04-06,1
3403807,1035673,2017-04-07,2
2785768,5535,2017-04-08,2
6743310,2310751,2017-04-09,1
5178665,9194873,2017-04-10,1
