pretest_score,posttest_score,datetime,category
6132670,7425266,2015-01-15 21:00:00,2
8731948,564520,2015-01-15 22:00:00,1
4777220,6581667,2015-01-15 23:00:00,1
6945992,7353848,2015-01-16 00:00:00,2
3626619,9269668,2015-01-16 01:00:00,2
722697,3400097,2015-01-16 02:00:00,1
7070202,9020777,2015-01-16 03:00:00,1
2758983,4873041,2015-01-16 04:00:00,1
2108082,9233930,2015-01-16 05:00:00,1
7555191,6127860,2015-01-16 06:00:00,2
1394935,8397169,2015-01-16 07:00:00,1
4389743,1114525,2015-01-16 08:00:00,1
876438,6078543,2015-01-16 09:00:00,1
7168743,3692560,2015-01-16 10:00:00,2
1095687,5691686,2015-01-16 11:00:00,2
646446,7129954,2015-01-16 12:00:00,1
7815686,7630786,2015-01-16 13:00:00,1
3422947,6290814,2015-01-16 14:00:00,1
8168829,7246098,2015-01-16 15:00:00,2
3459032,4627852,2015-01-16 16:00:00,2
4652845,9233177,2015-01-16 17:00:00,1
6467212,7964597,2015-01-16 18:00:00,2
4844059,3046848,2015-01-16 19:00:00,1
2342113,6973679,2015-01-16 20:00:00,2
8800519,1033701,2015-01-16 21:00:00,2
1284873,7291358,2015-01-16 22:00:00,2
2487273,2618517,2015-01-16 23:00:00,1
2281159,7013309,2015-01-17 00:00:00,1
3185705,5883207,2015-01-17 01:00:00,1
1267995,9742676,2015-01-17 02:00:00,2
4647513,1806837,2015-01-17 03:00:00,1
3386882,7938245,2015-01-17 04:00:00,2
5020058,6135384,2015-01-17 05:00:00,2
2201810,2848789,2015-01-17 06:00:00,1
5743942,154782,2015-01-17 07:00:00,1
981913,9965829,2015-01-17 08:00:00,1
8718347,5298282,2015-01-17 09:00:00,2
706266,1485500,2015-01-17 10:00:00,2
7513630,220017,2015-01-17 11:00:00,2
754755,3121181,2015-01-17 12:00:00,1
5241010,8800199,2015-01-17 13:00:00,1
2848658,4445737,2015-01-17 14:00:00,2
882389,6394031,2015-01-17 15:00:00,2
8346852,9184872,2015-01-17 16:00:00,1
9531373,4822732,2015-01-17 17:00:00,2
7765658,6470348,2015-01-17 18:00:00,1
5448780,3225070,2015-01-17 19:00:00,2
8773915,970526,2015-01-17 20:00:00,1
3606501,6243840,2015-01-17 21:00:00,2
4256568,3505830,2015-01-17 22:00:00,1
9745753,6889162,2015-01-17 23:00:00,2
5996454,7282347,2015-01-18 00:00:00,1
9515306,1464423,2015-01-18 01:00:00,2
1262187,2746781,2015-01-18 02:00:00,1
1849342,1998442,2015-01-18 03:00:00,1
4529953,9114038,2015-01-18 04:00:00,1
4651840,7176830,2015-01-18 05:00:00,2
5885145,1539642,2015-01-18 06:00:00,2
4624288,7587473,2015-01-18 07:00:00,2
890401,381586,2015-01-18 08:00:00,2
408943,2605176,2015-01-18 09:00:00,1
5193887,3070094,2015-01-18 10:00:00,1
2029459,6516337,2015-01-18 11:00:00,2
9074579,7102789,2015-01-18 12:00:00,2
6219287,5605815,2015-01-18 13:00:00,1
5139308,4108737,2015-01-18 14:00:00,2
6797218,7534602,2015-01-18 15:00:00,1
382736,666342,2015-01-18 16:00:00,1
276843,6480389,2015-01-18 17:00:00,2
4169141,944165,2015-01-18 18:00:00,2
8728088,9280777,2015-01-18 19:00:00,1
2409665,3489850,2015-01-18 20:00:00,1
6399823,2045296,2015-01-18 21:00:00,1
9077545,8417427,2015-01-18 22:00:00,2
6120494,2638863,2015-01-18 23:00:00,2
5258744,4167952,2015-01-19 00:00:00,2
5425887,4355986,2015-01-19 01:00:00,1
8009228,6821899,2015-01-19 02:00:00,2
8374449,3796895,2015-01-19 03:00:00,1
2051052,59386,2015-01-19 04:00:00,2
705228,4900671,2015-01-19 05:00:00,2
6138819,3419422,2015-01-19 06:00:00,1
7333930,6880470,2015-01-19 07:00:00,1
6584651,2616868,2015-01-19 08:00:00,2
5439313,6594549,2015-01-19 09:00:00,2
2457734,7176883,2015-01-19 10:00:00,1
5055466,2345748,2015-01-19 11:00:00,1
1617938,4996060,2015-01-19 12:00:00,1
7390011,5668663,2015-01-19 13:00:00,2
8468500,3718755,2015-01-19 14:00:00,2
8563844,4817569,2015-01-19 15:00:00,2
395462,488784,2015-01-19 16:00:00,2
4685627,3256324,2015-01-19 17:00:00,2
3607458,3337150,2015-01-19 18:00:00,2
4158596,8398427,2015-01-19 19:00:00,2
2523737,7757025,2015-01-19 20:00:00,2
354438,256563,2015-01-19 21:00:00,1
2075347,9386080,2015-01-19 22:00:00,1
2404344,9713001,2015-01-19 23:00:00,1
4686658,4648511,2015-01-20 00:00:00,1
3148978,9211796,2015-01-20 01:00:00,2
8718843,6001952,2015-01-20 02:00:00,2
8677435,4241753,2015-01-20 03:00:00,1
7343680,5750438,2015-01-20 04:00:00,2
9508690,7044117,2015-01-20 05:00:00,1
2153296,9084279,2015-01-20 06:00:00,1
4869872,1069720,2015-01-20 07:00:00,2
1429533,6342960,2015-01-20 08:00:00,2
5575909,853606,2015-01-20 09:00:00,1
8543727,5561272,2015-01-20 10:00:00,2
655775,1495758,2015-01-20 11:00:00,2
657688,3884174,2015-01-20 12:00:00,1
8835816,6508029,2015-01-20 13:00:00,1
405405,8422777,2015-01-20 14:00:00,1
3940451,4060163,2015-01-20 15:00:00,2
2455743,3803388,2015-01-20 16:00:00,1
6545876,2267243,2015-01-20 17:00:00,2
274734,5009700,2015-01-20 18:00:00,2
1234219,3381556,2015-01-20 19:00:00,2
1887819,1589427,2015-01-20 20:00:00,1
8485855,7241948,2015-01-20 21:00:00,2
8775091,2243714,2015-01-20 22:00:00,1
2345017,8689527,2015-01-20 23:00:00,2
8701800,2207868,2015-01-21 00:00:00,1
1195691,5105433,2015-01-21 01:00:00,2
1483169,1107870,2015-01-21 02:00:00,2
4242063,8229984,2015-01-21 03:00:00,1
9283472,753031,2015-01-21 04:00:00,1
65765,5213198,2015-01-21 05:00:00,1
1357074,7644092,2015-01-21 06:00:00,1
6698478,8008601,2015-01-21 07:00:00,1
9395589,4295036,2015-01-21 08:00:00,2
5750502,4300189,2015-01-21 09:00:00,2
4561804,9080724,2015-01-21 10:00:00,2
538212,3974521,2015-01-21 11:00:00,1
7397028,1795722,2015-01-21 12:00:00,2
680232,3105308,2015-01-21 13:00:00,1
147589,9370145,2015-01-21 14:00:00,1
8472597,3751554,2015-01-21 15:00:00,2
7555535,7634984,2015-01-21 16:00:00,1
2085482,770564,2015-01-21 17:00:00,1
5477861,1290182,2015-01-21 18:00:00,1
362482,1006078,2015-01-21 19:00:00,2
